author_id, first_publication_year, number_of_publications, number_of_first_author_publications, number_of_coauthors, affiliation 
5161, 2003, 63, 9, 374, University of California Berkeley CA USA
5162, 2010, 23, 10, 111, 
5163, 2009, 31, 7, 132, Technical University of Berlin Germany
5164, 2010, 10, 4, 49, 
5165, 1997, 60, 17, 239, 
5166, 1999, 186, 62, 752, 
5167, 2010, 12, 3, 77, 
5168, 2010, 35, 20, 197, 
5169, 2006, 23, 5, 122, 
5170, 1989, 122, 42, 473, 
5171, 2013, 7, 2, 24, 
5172, 2012, 14, 7, 71, 
5173, 1996, 453, 159, 2087, 
5174, 2014, 10, 5, 37, 
5175, 2009, 30, 18, 111, Norwegian University of Science and Technology Trondheim Norway
5176, 2000, 108, 6, 355, University of Victoria Canada
5177, 1996, 101, 3, 390, University of Victoria Canada
5178, 2001, 118, 33, 447, University of Zaragoza Spain
5179, 2013, 8, 4, 31, 
5180, 2014, 6, 2, 25, 
5181, 2014, 5, 3, 25, 
5182, 2007, 9, 7, 37, 
5183, 1995, 83, 11, 313, University of Washington Seattle Washington USA
5184, 1984, 59, 19, 206, 
5185, 2004, 8, 2, 69, 
5186, 2009, 20, 3, 96, 
5187, 2007, 45, 21, 240, University of California Santa Cruz
5188, 2003, 35, 7, 122, University of Glasgow UK
5189, 2013, 3, 0, 12, 
5190, 2009, 6, 5, 28, 
5191, 2007, 53, 33, 255, Graz University of Technology Austria
5192, 1990, 69, 9, 335, 
5193, 2001, 27, 16, 156, IBM Research
5194, 2012, 10, 7, 53, Duke University
5195, 1988, 385, 313, 1362, Duke University Department of Computer Science
5196, 2004, 66, 16, 405, IBM Research
5197, 2009, 68, 18, 344, 
5198, 2001, 55, 11, 192, Microsoft Research Silicon Valley Lab
5199, 2014, 10, 8, 71, National University of Singapore Department of Computer Science Singapore
5200, 1995, 205, 70, 757, 
5201, 2001, 133, 22, 572, 
5202, 2007, 19, 7, 86, 
5203, 2011, 14, 9, 60, 
5204, 2010, 5, 3, 16, 
5205, 2013, 26, 7, 118, 
5206, 2004, 50, 10, 194, 
5207, 2006, 70, 18, 289, 
5208, 2013, 6, 3, 24, 
5209, 2006, 43, 8, 176, 
5210, 2003, 148, 15, 719, University of Queensland Brisbane Australia
5211, 2009, 27, 14, 111, Xidian University School of Computer Science and Technology Xi'an China
5212, 2000, 276, 33, 1324, University of Electronic Science and Technology of China School of Computer Science and Engineering Chengdu China
5213, 2005, 10, 8, 24, 
5214, 1998, 192, 56, 731, 
5215, 2003, 64, 18, 270, 
5216, 2009, 14, 9, 52, Technical University of Berlin Germany
5217, 2006, 44, 13, 177, 
5218, 2014, 4, 3, 20, National University of Singapore
5219, 2011, 8, 4, 29, 
5220, 2011, 13, 4, 75, 
5221, 2010, 11, 5, 61, 
5222, 2009, 70, 17, 296, Purdue University
5223, 2005, 46, 4, 307, 
5224, 2011, 25, 12, 120, Simon Fraser University BC Canada
5225, 2004, 17, 7, 77, 
5226, 2014, 6, 0, 47, 
5227, 1990, 1186, 345, 5269, 
5228, 2009, 15, 9, 72, 
5229, 2013, 27, 18, 95, 
5230, 2007, 28, 9, 185, Northwestern University Evanston IL USA
5231, 2011, 22, 12, 77, 
5232, 2011, 12, 8, 65, Fudan University Shanghai China
5233, 2000, 307, 149, 909, National Institute of Informatics NII Japan
5234, 2014, 3, 3, 10, 
5235, 2011, 17, 11, 55, 
5236, 2010, 12, 6, 40, 
5237, 2011, 6, 5, 15, 
5238, 2013, 7, 4, 26, 
5239, 1992, 49, 24, 151, 
5240, 1998, 51, 17, 176, University of Edinburgh UK
5241, 2011, 16, 7, 84, 
5242, 2011, 5, 4, 21, 
5243, 2012, 18, 2, 87, 
5244, 1989, 303, 29, 1126, University at Buffalo USA
5245, 1996, 72, 29, 320, 
5246, 2005, 11, 4, 44, 
5247, 2013, 6, 4, 25, 
5248, 2014, 11, 5, 59, 
5249, 1998, 41, 20, 223, 
5250, 1996, 612, 237, 2993, 
5251, 2005, 5, 0, 83, 
5252, 2003, 20, 5, 145, Cornell University Ithaca USA
5253, 1993, 15, 5, 132, 
5254, 2006, 12, 5, 70, 
5255, 2005, 14, 11, 69, Rice University Houston TX USA
5256, 1995, 365, 143, 1600, 
5257, 2006, 14, 10, 44, 
5258, 1985, 25, 6, 108, 
5259, 2004, 63, 10, 308, Korea Advanced Institute of Science and Technology (KAIST) Data Mining Lab Daejeon Korea
5260, 2002, 34, 18, 309, University of California Santa Barbara USA
5261, 2000, 27, 13, 146, University of Jena Germany
5262, 2010, 4, 2, 20, 
5263, 1990, 36, 17, 164, 
5264, 1998, 47, 17, 278, 
5265, 2003, 139, 62, 755, 
5266, 2001, 365, 122, 1658, 
5267, 1996, 16, 5, 104, 
5268, 2002, 4, 1, 36, 
5269, 1991, 112, 16, 504, National Taiwan University Taipei Taiwan
5270, 2004, 10, 3, 39, 
5271, 2008, 5, 1, 34, 
5272, 1994, 17, 6, 61, 
5273, 2002, 77, 12, 354, 
5274, 2006, 20, 5, 107, 
5275, 1988, 539, 171, 2303, 
5276, 2010, 8, 4, 45, 
5277, 1994, 228, 87, 1173, 
5278, 2003, 16, 2, 92, 
5279, 2014, 3, 0, 23, 
5280, 2008, 8, 0, 66, 
5281, 2013, 26, 5, 91, 
5282, 2004, 45, 15, 145, 
5283, 2014, 13, 3, 81, 
5284, 2013, 20, 7, 112, 
5285, 2001, 108, 47, 505, 
5286, 2008, 24, 12, 75, 
5287, 2010, 21, 5, 103, University of Mississippi USA
5288, 2012, 12, 10, 43, 
5289, 2011, 11, 6, 61, University of Texas at Arlington USA
5290, 1999, 84, 33, 404, 
5291, 2004, 13, 4, 80, 
5292, 2005, 35, 6, 181, 
5293, 2001, 471, 152, 2043, 
5294, 2014, 6, 2, 31, 
5295, 1987, 81, 8, 325, 
5296, 2005, 27, 10, 129, 
5297, 2014, 16, 7, 66, 
5298, 2009, 15, 11, 78, 
5299, 2014, 4, 4, 10, 
5300, 2011, 19, 8, 89, 
5301, 2014, 4, 2, 17, 
5302, 2013, 13, 12, 46, 
5303, 2014, 3, 0, 13, 
5304, 2014, 9, 1, 32, 
5305, 1998, 110, 49, 430, 
5306, 2014, 56, 22, 306, 
5307, 2009, 31, 11, 206, 
5308, 2004, 62, 12, 334, 
5309, 2014, 9, 9, 25, 
5310, 2000, 96, 41, 462, 
5311, 2002, 15, 1, 71, 
5312, 2014, 3, 1, 24, 
5313, 2005, 18, 8, 74, The Chinese University of Hong Kong Hong Kong
5314, 2014, 3, 1, 18, 
5315, 2014, 14, 11, 65, Hong Kong University of Science and Technology Department of Computer Science and Engineering Hong Kong
5316, 2014, 7, 4, 63, 
5317, 1997, 36, 2, 206, University of Wisconsin-Madison Madison USA
5318, 1991, 697, 264, 3040, 
5319, 2012, 4, 1, 19, 
5320, 1994, 81, 31, 297, 
5321, 2006, 22, 13, 82, Korea Institute of Science and Technology Information Daejeon Korea
5322, 1983, 306, 104, 878, University of Arizona Tucson USA
5323, 1991, 612, 218, 2623, 
5324, 1991, 632, 275, 2730, 
5325, 2003, 15, 2, 81, 
5326, 1994, 117, 18, 439, University of California San Diego USA
5327, 1976, 16, 9, 50, 
5328, 2007, 30, 20, 133, 
5329, 2011, 14, 6, 87, 
5330, 1972, 361, 171, 1550, Massachusetts Institute of Technology Cambridge USA
5331, 2010, 66, 28, 366, 
5332, 2005, 111, 15, 637, 
5333, 2002, 162, 59, 652, 
5334, 2001, 83, 23, 299, University of North Texas Denton TX USA
5335, 2012, 5, 5, 16, 
5336, 2012, 5, 4, 16, 
5337, 2014, 3, 1, 29, 
5338, 2014, 2, 0, 8, 
5339, 2010, 14, 8, 42, 
5340, 2013, 11, 3, 54, 
5341, 2004, 60, 18, 296, IBM Research - Almaden
5342, 2001, 122, 40, 578, 
5343, 2000, 135, 40, 549, 
5344, 2007, 7, 6, 48, Baidu Inc. Beijing China
5345, 1992, 499, 156, 2029, 
5346, 2014, 5, 0, 36, 
5347, 1999, 128, 34, 591, 
5348, 2000, 517, 193, 2170, 
5349, 2009, 12, 8, 51, 
5350, 2010, 7, 0, 39, 
5351, 2005, 56, 6, 269, Zhejiang University Alibaba-Zhejiang University Joint Research Institute of Frontier Technologies China
5352, 2007, 40, 23, 138, 
5353, 2011, 20, 9, 73, Rupert Labs Mountain View CA USA
5354, 1992, 86, 42, 352, 
5355, 2010, 26, 8, 146, 
5356, 2000, 336, 125, 1376, 
5357, 2008, 50, 17, 256, University of Wisconsin-Madison
5358, 2007, 18, 6, 99, 
5359, 1996, 86, 35, 498, University of Southern California Los Angeles USA
5360, 2010, 6, 2, 69, 
5361, 1998, 28, 2, 188, 
5362, 1988, 185, 65, 809, 
5363, 2008, 52, 25, 259, Athena Research Center Institute for the Management of Information Systems (IMIS)
5364, 2006, 63, 12, 242, 
5365, 2013, 14, 10, 50, 
5366, 2012, 15, 7, 74, 
5367, 2011, 11, 4, 61, 
5368, 1986, 174, 13, 645, Fudan University (复旦大学) Shanghai China (中国上海)
5369, 2003, 29, 5, 155, 
5370, 1993, 22, 4, 101, Hewlett Packard Enterprise Labs Palo Alto CA USA
5371, 1991, 25, 4, 131, 
5372, 2005, 11, 6, 39, University of Waterloo Canada
5373, 2000, 236, 92, 1052, 
5374, 2009, 29, 10, 129, 
5375, 2009, 15, 7, 56, 
5376, 2014, 17, 10, 74, Zhejiang Gongshang University Hangzhou China
5377, 2008, 15, 8, 68, 
5378, 2005, 72, 14, 359, Northeastern University School of Computer Science and Engineering Shenyang China
5379, 2008, 65, 13, 295, 
5380, 1989, 491, 25, 1817, University of California Berkeley Department of Electrical Engineering and Computer Science
5381, 2012, 19, 7, 97, 
5382, 2013, 11, 6, 49, University of California Riverside USA
5383, 1997, 246, 56, 937, University of California Riverside USA
5384, 2012, 32, 15, 163, 
5385, 1986, 325, 59, 1286, Massachusetts Institute of Technology Cambridge USA
5386, 2010, 29, 26, 84, Cornell University Ithaca NY USA
5387, 2009, 11, 6, 43, 
5388, 1994, 101, 14, 468, ETH Zurich Switzerland
5389, 2000, 103, 27, 418, Amazon S3 Cambridge UK
5390, 2014, 10, 7, 47, MIT
5391, 2012, 14, 6, 66, 
5392, 2001, 83, 25, 309, 
5393, 1992, 95, 14, 351, 
5394, 2012, 12, 3, 59, University of Illinois at Urbana Champaign Department of Computer Science
5395, 2014, 8, 4, 53, 
5396, 2012, 7, 5, 26, 
5397, 2008, 29, 12, 127, 
5398, 2011, 31, 6, 153, 
5399, 2008, 10, 5, 50, 
5400, 1991, 59, 22, 209, Microsoft Research
5401, 1987, 71, 16, 266, 
5402, 2013, 13, 11, 45, 
5403, 1998, 37, 10, 136, University of Massachusetts Lowell USA
5404, 1989, 99, 12, 352, University of Massachusetts Lowell Department of Computer Science
5405, 2011, 54, 11, 361, 
5406, 2000, 104, 30, 369, University at Buffalo USA
5407, 2014, 13, 6, 66, TU Munich Faculty of Computer Science
5408, 2008, 32, 14, 179, New York University Tandon School of Engineering New York City USA
5409, 2014, 3, 2, 16, 
5410, 2003, 8, 5, 37, 
5411, 1997, 42, 10, 267, 
5412, 2003, 67, 21, 303, 
5413, 1987, 547, 165, 2595, 
5414, 1997, 191, 31, 882, 
5415, 2014, 2, 2, 5, 
5416, 2006, 44, 1, 155, 
5417, 2003, 71, 13, 350, 
5418, 1994, 21, 9, 95, 
5419, 2006, 58, 38, 190, 
5420, 1986, 169, 21, 611, MIT Cambridge USA
5421, 1995, 149, 16, 557, Imperial College London UK
5422, 2010, 20, 8, 81, 
5423, 2012, 11, 5, 36, 
5424, 1998, 74, 24, 256, 
5425, 2015, 8, 5, 33, 
5426, 2007, 25, 11, 112, 
5427, 2007, 23, 12, 83, Carnegie Mellon University Qatar
5428, 2014, 8, 0, 41, 
5429, 2007, 37, 20, 176, Macquarie University Sydney NSW Australia
5430, 2006, 240, 38, 1184, 
5431, 2009, 22, 15, 99, 
5432, 2012, 7, 5, 28, 
5433, 2006, 135, 40, 674, 
5434, 2012, 14, 3, 67, Zhejiang University College of Computer Science Hangzhou China
5435, 2011, 10, 1, 48, 
5436, 1987, 105, 26, 302, 
5437, 2011, 21, 9, 99, Hasso Plattner Institute Potsdam Germany
5438, 2014, 16, 8, 101, University of Potsdam HPI Germany
5439, 2001, 50, 18, 238, Carnegie Mellon University Pittsburgh USA
5440, 1998, 97, 24, 416, 
5441, 2009, 17, 10, 79, 
5442, 2011, 41, 27, 204, 
5443, 2001, 71, 24, 249, 
5444, 2013, 14, 11, 58, 
5445, 2000, 267, 102, 1107, 
5446, 2011, 20, 10, 100, 
5447, 2008, 91, 18, 401, 
5448, 2004, 142, 55, 653, 
5449, 2004, 405, 1, 2534, 
5450, 2013, 18, 7, 83, 
5451, 1992, 420, 142, 1412, Swiss Federal Institute of Technology in Lausanne Switzerland
5452, 1995, 221, 41, 875, INRIA Rennes France
5453, 2014, 10, 1, 43, 
5454, 2015, 6, 0, 25, 
5455, 2015, 4, 2, 19, 
5456, 2007, 26, 5, 112, 
5457, 2002, 135, 49, 582, 
5458, 2007, 9, 1, 51, 
5459, 2006, 17, 7, 85, 
5460, 2012, 7, 5, 35, 
5461, 2013, 9, 5, 50, Technische Universität München Germany
5462, 2012, 9, 4, 42, 
5463, 2003, 55, 14, 243, 
5464, 1995, 330, 110, 1495, 
5465, 2013, 21, 6, 101, 
5466, 2001, 125, 22, 498, 
5467, 2005, 46, 10, 183, Microsoft Corporation Redmond VA USA
5468, 2012, 34, 13, 163, 
5469, 2013, 44, 13, 195, 
5470, 2015, 2, 1, 14, 
5471, 2015, 3, 0, 19, 
5472, 2010, 5, 3, 33, Brown University Providence RI USA
5473, 2014, 10, 7, 51, 
5474, 2005, 46, 27, 139, 
5475, 2001, 163, 34, 448, University of Auckland New Zealand
5476, 2006, 39, 14, 156, 
5477, 2008, 11, 5, 54, 
5478, 2010, 24, 6, 93, 
5479, 2014, 15, 6, 63, 
5480, 1988, 427, 154, 1795, 
5481, 2007, 51, 12, 339, 
5482, 2008, 18, 4, 106, 
5483, 2002, 27, 12, 199, 
5484, 2007, 21, 7, 94, 
5485, 2015, 5, 1, 30, 
5486, 2000, 33, 15, 178, 
5487, 2015, 4, 2, 15, 
5488, 2005, 39, 3, 212, 
5489, 2014, 15, 3, 90, Stanford University
5490, 2013, 22, 8, 131, 
5491, 2010, 22, 9, 75, IBM Research
5492, 2014, 12, 4, 55, 
5493, 1987, 297, 32, 1404, University of California Berkeley USA
5494, 2011, 7, 4, 27, 
5495, 2015, 14, 0, 40, 
5496, 2006, 77, 20, 348, 
5497, 2015, 3, 0, 12, 
5498, 2013, 4, 1, 18, 
5499, 2015, 2, 0, 10, 
5500, 2012, 9, 3, 42, 
5501, 2014, 13, 7, 62, 
5502, 2014, 13, 3, 66, 
5503, 2011, 9, 3, 43, 
5504, 2002, 80, 29, 385, TU Darmstadt Germany
5505, 1980, 177, 20, 823, Brown University Providence USA
5506, 2009, 8, 3, 28, 
5507, 1990, 146, 25, 592, Harvard University Cambridge USA
5508, 2012, 12, 2, 76, 
5509, 1993, 67, 37, 239, 
5510, 2015, 2, 0, 9, 
5511, 2007, 26, 11, 139, 
5512, 2015, 5, 5, 13, 
5513, 2014, 6, 2, 39, University at Buffalo SUNY NY USA
5514, 2013, 6, 4, 19, 
5515, 2004, 53, 16, 270, 
5516, 2003, 33, 12, 170, 
5517, 2003, 165, 83, 526, 
5518, 2013, 17, 8, 88, University of Minnesota Minneapolis USa
5519, 2013, 8, 7, 30, 
5520, 1994, 55, 9, 168, 
5521, 2010, 20, 11, 54, 
5522, 1986, 95, 12, 446, Carnegie Mellon University Pittsburgh USA
5523, 2015, 5, 1, 72, 
5524, 2015, 4, 0, 66, 
5525, 1995, 7, 2, 67, 
5526, 2015, 3, 0, 53, 
5527, 2015, 2, 0, 38, 
5528, 2015, 4, 0, 66, 
5529, 2003, 10, 4, 92, 
5530, 2014, 5, 0, 54, 
5531, 1995, 21, 6, 135, 
5532, 1997, 6, 1, 64, 
5533, 1997, 6, 0, 68, 
5534, 2015, 3, 0, 51, 
5535, 2015, 3, 0, 53, 
5536, 2008, 41, 16, 196, 
5537, 2013, 14, 7, 54, 
5538, 2005, 11, 5, 80, 
5539, 1998, 163, 15, 774, University of Sussex UK
5540, 2000, 3, 0, 19, 
5541, 2015, 2, 0, 18, 
5542, 2009, 5, 0, 67, 
5543, 2015, 2, 0, 10, 
5544, 2005, 11, 6, 46, Indian Institute of Technology Madras Bhupat India
5545, 2012, 4, 2, 27, 
5546, 2006, 23, 7, 134, 
5547, 2015, 5, 1, 43, 
5548, 2004, 287, 102, 1255, 
5549, 2008, 63, 17, 278, 
5550, 2003, 64, 16, 375, 
5551, 2004, 25, 7, 109, 
5552, 2007, 12, 6, 57, 
5553, 2008, 15, 6, 75, 
5554, 2001, 26, 8, 108, University at Buffalo USA
5555, 1993, 16, 6, 93, 
5556, 2002, 27, 12, 83, 
5557, 2004, 3, 1, 13, 
5558, 1984, 36, 19, 123, 
5559, 2010, 4, 2, 23, 
5560, 2002, 11, 3, 55, 
5561, 2004, 21, 2, 96, 
5562, 2015, 2, 1, 16, 
5563, 2012, 6, 0, 104, 
5564, 2003, 19, 7, 156, Cornell University Ithaca USA
5565, 2002, 11, 4, 39, 
5566, 2015, 2, 0, 15, 
5567, 2003, 33, 21, 103, University of California Davis USA
5568, 2002, 13, 5, 49, 
5569, 2008, 21, 7, 87, 
5570, 2009, 32, 12, 148, 
5571, 2001, 34, 11, 146, 
5572, 2008, 20, 7, 118, 
5573, 2012, 5, 0, 44, 
5574, 2006, 79, 15, 504, Stanford University CA USA
5575, 2013, 7, 5, 28, 
5576, 2014, 7, 4, 32, 
5577, 2014, 21, 9, 97, 
5578, 2015, 8, 4, 40, 
5579, 1994, 188, 74, 732, 
5580, 2012, 9, 6, 37, 
5581, 2006, 61, 18, 258, 
5582, 2007, 14, 11, 46, 
5583, 1997, 70, 25, 201, 
5584, 2012, 10, 5, 45, 
5585, 2010, 7, 1, 28, 
5586, 2000, 174, 75, 767, 
5587, 2015, 10, 7, 35, 
5588, 2012, 9, 4, 49, 
5589, 1998, 57, 12, 275, Swedish Institute of Computer Science Stockholm Sweden
5590, 2015, 7, 5, 21, 
5591, 2012, 4, 4, 14, 
5592, 2009, 120, 23, 1083, 
5593, 1999, 161, 39, 1376, 
5594, 1991, 70, 29, 410, 
5595, 2011, 18, 10, 77, Harvard University Cambridge MA USA
5596, 2000, 274, 23, 1496, MIT CSAIL Cambridge USA
5597, 2006, 79, 29, 388, 
5598, 2011, 33, 17, 128, 
5599, 2014, 2, 0, 6, 
5600, 1992, 6, 0, 29, 
5601, 2013, 7, 7, 33, 
5602, 2015, 5, 1, 33, 
5603, 2008, 11, 1, 58, 
5604, 2011, 15, 9, 60, 
5605, 2007, 20, 5, 94, 
5606, 2001, 15, 9, 79, 
5607, 2013, 8, 5, 32, 
5608, 2007, 76, 29, 385, 
5609, 2001, 44, 11, 147, Brandeis University Waltham MA USA
5610, 2015, 3, 1, 24, 
5611, 2011, 20, 15, 96, 
5612, 2007, 32, 12, 117, 
5613, 2005, 45, 20, 177, Universität Heidelberg Germany
5614, 2014, 15, 4, 85, LMU Munich Institute for Informatics
5615, 2004, 89, 11, 368, University of Southern Denmark Odense Denmark
5616, 1984, 59, 53, 161, University of Paris-Sud Laboratory for Computer Science (LRI) France
5617, 2010, 13, 3, 45, 
5618, 2007, 12, 11, 46, 
5619, 2001, 54, 16, 251, Johns Hopkins University USA
5620, 1986, 514, 112, 2962, University of Chicago IL USA
5621, 2015, 3, 3, 16, 
5622, 2015, 12, 3, 65, 
5623, 2011, 14, 7, 57, 
5624, 2014, 12, 3, 58, University of Illinois at Urbana-Champaign
5625, 2015, 5, 1, 32, 
5626, 2010, 8, 6, 38, 
5627, 2013, 8, 2, 46, 
5628, 2004, 15, 10, 63, 
5629, 2012, 48, 0, 286, Umm Al Qura University Makkah Saudi Arabia
5630, 2014, 21, 5, 96, 
5631, 2007, 14, 6, 46, 
5632, 2015, 5, 4, 13, 
5633, 2005, 22, 17, 68, 
5634, 2015, 4, 3, 12, 
5635, 2000, 8, 1, 43, 
5636, 1996, 19, 2, 109, University of Wisconsin-Madison Madison USA
5637, 2013, 11, 6, 72, King Abdullah University of Science and Technology Saudi Arabia
5638, 2013, 7, 3, 36, 
5639, 2004, 23, 13, 157, 
5640, 2010, 27, 15, 113, 
5641, 1994, 428, 92, 1889, 
5642, 2015, 31, 14, 142, 
5643, 2015, 3, 1, 14, 
5644, 1993, 708, 292, 3017, 
5645, 2008, 30, 11, 133, 
5646, 2005, 10, 3, 43, Microsoft Research
5647, 1989, 532, 177, 2423, 
5648, 2013, 21, 12, 79, 
5649, 2001, 63, 33, 248, 
5650, 2001, 65, 10, 243, IBM India Research Lab New Delhi India
5651, 2015, 2, 1, 12, 
5652, 1993, 330, 74, 1763, 
5653, 1998, 25, 6, 103, 
5654, 2015, 5, 2, 21, The Chinese University of Hong Kong Hong Kong
5655, 2004, 14, 4, 54, 
5656, 2003, 43, 9, 194, 
5657, 2008, 22, 14, 108, 
5658, 1993, 116, 33, 514, 
5659, 2003, 31, 13, 137, 
5660, 2015, 4, 3, 14, Recruit Holdings Co. Ltd. Tokyo Japan
5661, 2013, 5, 2, 21, 
5662, 2007, 26, 17, 112, Saarland University Department of Computer Science
5663, 2001, 25, 4, 116, 
5664, 1993, 68, 16, 310, 
5665, 2001, 13, 10, 50, 
5666, 2013, 7, 6, 37, 
5667, 1998, 204, 71, 1024, 
5668, 2004, 63, 27, 191, 
5669, 2010, 19, 10, 105, 
5670, 2015, 12, 7, 73, 
5671, 2004, 75, 20, 292, 
5672, 2009, 19, 9, 111, 
5673, 2005, 49, 12, 305, 
5674, 1993, 146, 21, 751, Carnegie Mellon University Pittsburgh USA
5675, 2014, 7, 4, 29, 
5676, 2012, 3, 0, 15, 
5677, 2010, 20, 15, 68, 
5678, 2012, 5, 2, 21, University of Washington Seattle WA USA
5679, 2004, 35, 12, 166, 
5680, 2009, 30, 12, 134, 
5681, 2006, 71, 9, 283, University of Calabria Cosenza Italy
5682, 2014, 35, 16, 226, Peking University Department of Computer and Science Beijing China
5683, 2007, 70, 28, 253, 
5684, 2015, 6, 0, 37, 
5685, 2009, 34, 16, 170, 
5686, 2003, 44, 15, 210, 
5687, 2013, 16, 4, 80, 
5688, 2012, 23, 8, 99, 
5689, 2005, 95, 16, 388, RMIT University Melbourne VIC Australia
5690, 2007, 47, 20, 197, 
5691, 2006, 85, 15, 350, Télécom Saint-Etienne France
5692, 2013, 6, 5, 18, 
5693, 1998, 85, 14, 351, 
5694, 1995, 402, 62, 1624, Monash University Melbourne Australia
5695, 2013, 22, 9, 97, 
5696, 2013, 14, 4, 66, Brown University Providence RI USA
5697, 2012, 9, 3, 51, 
5698, 2015, 6, 6, 28, The University of New South Wales School of Computer Science and Engineering Sydney Australia
5699, 2011, 24, 15, 87, 
5700, 2008, 27, 18, 115, 
5701, 2008, 19, 7, 91, 
5702, 2013, 15, 10, 66, 
5703, 1999, 100, 33, 626, 
5704, 2000, 163, 57, 664, 
5705, 1993, 137, 56, 690, 
5706, 2013, 6, 3, 28, 
5707, 2004, 41, 11, 95, 
5708, 2003, 114, 10, 597, 
5709, 2013, 5, 4, 12, 
5710, 2013, 16, 12, 58, 
5711, 2016, 12, 12, 27, 
5712, 1999, 165, 55, 671, 
5713, 2003, 133, 19, 656, 
5714, 1991, 318, 21, 1439, 
5715, 2007, 10, 5, 49, 
5716, 2009, 22, 13, 111, 
5717, 1996, 96, 24, 375, Samsung
5718, 2000, 51, 8, 305, IBM Research
5719, 2013, 27, 14, 146, 
5720, 2011, 10, 6, 37, 
5721, 2010, 36, 10, 183, 
5722, 1975, 212, 48, 763, Georgia Institute of Technology Atlanta USA
5723, 2011, 12, 5, 52, University of Melbourne School of Computing and Information Systems Australia
5724, 2007, 30, 15, 115, 
5725, 2011, 50, 19, 183, 
5726, 1996, 141, 59, 484, Foundation for Research & Technology - Hellas Greece
5727, 2016, 2, 2, 6, 
5728, 2016, 7, 4, 42, University of Utah USA
5729, 2011, 7, 5, 17, 
5730, 1974, 133, 92, 440, University of Edinburgh UK
5731, 2013, 17, 6, 68, 
5732, 2012, 10, 4, 40, 
5733, 2008, 12, 7, 49, 
5734, 2013, 12, 2, 138, 
5735, 2010, 18, 1, 164, 
5736, 2010, 7, 1, 79, 
5737, 2001, 121, 33, 614, 
5738, 2016, 4, 1, 47, 
5739, 2012, 5, 0, 60, 
5740, 1997, 11, 0, 103, 
5741, 2015, 7, 0, 82, 
5742, 1991, 9, 2, 86, 
5743, 2003, 32, 15, 162, 
5744, 2001, 56, 16, 266, IBM Research Bangalore India
5745, 2016, 6, 1, 61, 
5746, 2011, 5, 3, 19, 
5747, 2012, 17, 5, 82, 
5748, 2011, 16, 8, 67, Microsoft Jim Gray Systems Lab
5749, 2012, 6, 3, 24, 
5750, 2011, 6, 0, 38, 
5751, 2004, 6, 0, 48, 
5752, 2013, 7, 2, 49, 
5753, 1993, 7, 2, 27, 
5754, 2016, 3, 1, 14, 
5755, 2015, 2, 0, 12, 
5756, 1983, 146, 23, 543, 
5757, 2006, 20, 2, 101, Google
5758, 2012, 6, 6, 14, 
5759, 2016, 2, 0, 8, 
5760, 2010, 21, 5, 151, Mihai Capotă
5761, 2005, 63, 18, 293, 
5762, 2008, 3, 0, 21, 
5763, 2005, 17, 13, 71, 
5764, 2016, 4, 0, 23, 
5765, 1990, 16, 6, 64, 
5766, 2016, 2, 0, 11, 
5767, 2016, 4, 0, 19, 
5768, 1998, 22, 8, 138, Cornell University Ithaca USA
5769, 2016, 2, 0, 19, 
5770, 2012, 16, 9, 60, EPFL Lausanne Switzerland
5771, 2015, 4, 4, 23, Zhejiang University Department of Computer Science Hangzhou China
5772, 2004, 100, 15, 402, Department of Computer Science Aalborg University Denmark
5773, 1991, 578, 202, 2478, 
5774, 2006, 17, 15, 65, 
5775, 2004, 90, 39, 389, Eindhoven University of Technology Netherlands
5776, 2000, 36, 3, 135, 
5777, 2015, 4, 0, 24, 
5778, 1989, 41, 14, 164, 
5779, 2012, 7, 4, 25, Google Inc. Mountain View CA USA
5780, 2010, 30, 9, 88, 
5781, 2013, 7, 2, 35, 
5782, 1999, 299, 78, 1068, University of Waterloo David R. Cheriton School of Computer Science
5783, 2011, 12, 8, 57, 
5784, 2006, 29, 15, 111, SAP
5785, 2009, 3, 1, 9, 
5786, 2012, 6, 2, 21, 
5787, 2014, 7, 4, 31, Huawei Noah's Ark Lab Hong Kong
5788, 2009, 23, 7, 121, 
5789, 2014, 7, 3, 33, 
5790, 2013, 17, 9, 83, 
5791, 2014, 6, 0, 32, 
5792, 2014, 4, 4, 19, 
5793, 2004, 88, 19, 488, 
5794, 2014, 6, 6, 18, University of Kaiserslautern
5795, 2013, 10, 5, 31, University of Kaiserslautern
5796, 2011, 11, 8, 27, University of Kaiserslautern
5797, 2016, 6, 0, 18, 
5798, 2013, 9, 6, 47, 
5799, 2003, 7, 1, 28, 
5800, 2011, 19, 9, 73, 
